id,date,day_of_week,calories
2022484408,5/7/2016,Sat,1995
2022484408,5/8/2016,Sun,1848
2022484408,5/9/2016,Mon,2709
2022484408,5/10/2016,Tue,2797
2022484408,5/11/2016,Wed,2544
2022484408,5/12/2016,Thu,1853
2026352035,4/12/2016,Tue,1459
2026352035,4/13/2016,Wed,1521
2026352035,4/14/2016,Thu,1431
2026352035,4/15/2016,Fri,1444
2026352035,4/16/2016,Sat,1373
2026352035,4/17/2016,Sun,1214
2026352035,4/18/2016,Mon,1419
2026352035,4/19/2016,Tue,1356
2026352035,4/20/2016,Wed,1667
2026352035,4/21/2016,Thu,1370
2026352035,4/22/2016,Fri,1399
2026352035,4/23/2016,Sat,1916
2026352035,4/24/2016,Sun,1401
2026352035,4/25/2016,Mon,1576
2026352035,4/26/2016,Tue,1595
2026352035,4/27/2016,Wed,1593
2026352035,4/28/2016,Thu,1649
2026352035,4/29/2016,Fri,1692
2026352035,4/30/2016,Sat,1506
2026352035,5/1/2016,Sun,1447
2026352035,5/2/2016,Mon,1690
2026352035,5/3/2016,Tue,1604
2026352035,5/4/2016,Wed,1658
2026352035,5/5/2016,Thu,1926
2026352035,5/6/2016,Fri,1736
2026352035,5/7/2016,Sat,1491
2026352035,5/8/2016,Sun,1555
2026352035,5/9/2016,Mon,1869
2026352035,5/10/2016,Tue,1141
2026352035,5/11/2016,Wed,1698
2026352035,5/12/2016,Thu,1364
2320127002,4/12/2016,Tue,2124
2320127002,4/13/2016,Wed,2003
2320127002,4/14/2016,Thu,1696
2320127002,4/15/2016,Fri,1801
2320127002,4/16/2016,Sat,1724
2320127002,4/17/2016,Sun,1852
2320127002,4/18/2016,Mon,1905
2320127002,4/19/2016,Tue,1811
2320127002,4/20/2016,Wed,1922
2320127002,4/21/2016,Thu,1610
2320127002,4/22/2016,Fri,1851
2320127002,4/23/2016,Sat,1804
2320127002,4/24/2016,Sun,1725
2320127002,4/25/2016,Mon,1654
2320127002,4/26/2016,Tue,1632
2320127002,4/27/2016,Wed,1481
2320127002,4/28/2016,Thu,1473
2320127002,4/29/2016,Fri,1410
2320127002,4/30/2016,Sat,1779
2320127002,5/1/2016,Sun,1403
2320127002,5/2/2016,Mon,1613
2320127002,5/3/2016,Tue,1878
2320127002,5/4/2016,Wed,1426
2320127002,5/5/2016,Thu,1780
2320127002,5/6/2016,Fri,1742
2320127002,5/7/2016,Sat,1972
2320127002,5/8/2016,Sun,1821
2320127002,5/9/2016,Mon,1630
2320127002,5/10/2016,Tue,1899
2320127002,5/11/2016,Wed,1903
2320127002,5/12/2016,Thu,1125
2347167796,4/12/2016,Tue,2344
2347167796,4/13/2016,Wed,2038
2347167796,4/14/2016,Thu,2010
2347167796,4/15/2016,Fri,2133
2347167796,4/16/2016,Sat,2670
2347167796,4/17/2016,Sun,1882
2347167796,4/18/2016,Mon,1944
2347167796,4/19/2016,Tue,2346
2347167796,4/20/2016,Wed,2198
2347167796,4/21/2016,Thu,2048
2347167796,4/22/2016,Fri,1946
2347167796,4/23/2016,Sat,2629
2347167796,4/24/2016,Sun,2187
2347167796,4/25/2016,Mon,2095
2347167796,4/26/2016,Tue,1861
2347167796,4/27/2016,Wed,2194
2347167796,4/28/2016,Thu,1854
2347167796,4/29/2016,Fri,403
2873212765,4/12/2016,Tue,1982
2873212765,4/13/2016,Wed,2004
2873212765,4/14/2016,Thu,1893
2873212765,4/15/2016,Fri,2063
2873212765,4/16/2016,Sat,2148
2873212765,4/17/2016,Sun,1529
2873212765,4/18/2016,Mon,1890
2873212765,4/19/2016,Tue,1956
2873212765,4/20/2016,Wed,2094
2873212765,4/21/2016,Thu,1970
2873212765,4/22/2016,Fri,2241
2873212765,4/23/2016,Sat,2021
2873212765,4/24/2016,Sun,1898
2873212765,4/25/2016,Mon,1907
2873212765,4/26/2016,Tue,1882
2873212765,4/27/2016,Wed,1966
2873212765,4/28/2016,Thu,1835
2873212765,4/29/2016,Fri,1780
2873212765,4/30/2016,Sat,1830
2873212765,5/1/2016,Sun,1739
2873212765,5/2/2016,Mon,1878
2873212765,5/3/2016,Tue,1906
2873212765,5/4/2016,Wed,2015
2873212765,5/5/2016,Thu,1971
2873212765,5/6/2016,Fri,1910
2873212765,5/7/2016,Sat,1897
2873212765,5/8/2016,Sun,2096
2873212765,5/9/2016,Mon,1906
2873212765,5/10/2016,Tue,1962
2873212765,5/11/2016,Wed,1826
2873212765,5/12/2016,Thu,1431
3372868164,4/12/2016,Tue,1788
3372868164,4/13/2016,Wed,2093
3372868164,4/14/2016,Thu,2065
3372868164,4/15/2016,Fri,1908
3372868164,4/16/2016,Sat,1908
3372868164,4/17/2016,Sun,1964
3372868164,4/18/2016,Mon,2014
3372868164,4/19/2016,Tue,1985
3372868164,4/20/2016,Wed,1867
3372868164,4/21/2016,Thu,2124
3372868164,4/22/2016,Fri,1669
3372868164,4/23/2016,Sat,1995
3372868164,4/24/2016,Sun,1921
3372868164,4/25/2016,Mon,2010
3372868164,4/26/2016,Tue,2057
3372868164,4/27/2016,Wed,2095
3372868164,4/28/2016,Thu,1972
3372868164,4/29/2016,Fri,2044
3372868164,4/30/2016,Sat,1946
3372868164,5/1/2016,Sun,1237
3977333714,4/12/2016,Tue,1450
3977333714,4/13/2016,Wed,1495
3977333714,4/14/2016,Thu,1433
3977333714,4/15/2016,Fri,1468
3977333714,4/16/2016,Sat,1625
3977333714,4/17/2016,Sun,1529
3977333714,4/18/2016,Mon,1584
3977333714,4/19/2016,Tue,1638
3977333714,4/20/2016,Wed,1554
3977333714,4/21/2016,Thu,1397
3977333714,4/22/2016,Fri,1481
3977333714,4/23/2016,Sat,1638
3977333714,4/24/2016,Sun,1655
3977333714,4/25/2016,Mon,1570
3977333714,4/26/2016,Tue,1551
3977333714,4/27/2016,Wed,1377
3977333714,4/28/2016,Thu,1407
3977333714,4/29/2016,Fri,1545
3977333714,4/30/2016,Sat,1650
3977333714,5/1/2016,Sun,1501
3977333714,5/2/2016,Mon,1760
3977333714,5/3/2016,Tue,1710
3977333714,5/4/2016,Wed,1628
3977333714,5/5/2016,Thu,1618
3977333714,5/6/2016,Fri,1590
3977333714,5/7/2016,Sat,1574
3977333714,5/8/2016,Sun,1633
3977333714,5/9/2016,Mon,1667
3977333714,5/10/2016,Tue,1630
3977333714,5/11/2016,Wed,52
4020332650,4/12/2016,Tue,3654
4020332650,4/13/2016,Wed,1981
4020332650,4/14/2016,Thu,2011
4020332650,4/15/2016,Fri,2951
4020332650,4/16/2016,Sat,3051
4020332650,4/17/2016,Sun,1990
4020332650,4/18/2016,Mon,1995
4020332650,4/19/2016,Tue,1980
4020332650,4/20/2016,Wed,1980
4020332650,4/21/2016,Thu,1980
4020332650,4/22/2016,Fri,1980
4020332650,4/23/2016,Sat,1980
4020332650,4/24/2016,Sun,1980
4020332650,4/25/2016,Mon,1980
4020332650,4/26/2016,Tue,1980
4020332650,4/27/2016,Wed,1980
4020332650,4/28/2016,Thu,1980
4020332650,4/29/2016,Fri,1980
4020332650,4/30/2016,Sat,1980
4020332650,5/1/2016,Sun,1980
4020332650,5/2/2016,Mon,2207
4020332650,5/3/2016,Tue,2828
4020332650,5/4/2016,Wed,3879
4020332650,5/5/2016,Thu,3429
4020332650,5/6/2016,Fri,2704
4020332650,5/7/2016,Sat,2975
4020332650,5/8/2016,Sun,3089
4020332650,5/9/2016,Mon,2785
4020332650,5/10/2016,Tue,2926
4020332650,5/11/2016,Wed,2645
4020332650,5/12/2016,Thu,1120
4057192912,4/12/2016,Tue,2286
4057192912,4/13/2016,Wed,2306
4057192912,4/14/2016,Thu,1776
4057192912,4/15/2016,Fri,1527
4319703577,4/12/2016,Tue,2115
4319703577,4/13/2016,Wed,2135
4319703577,4/14/2016,Thu,2302
4319703577,4/15/2016,Fri,1985
4319703577,4/16/2016,Sat,1884
4319703577,4/17/2016,Sun,1464
4319703577,4/18/2016,Mon,1632
4319703577,4/19/2016,Tue,2200
4319703577,4/20/2016,Wed,2220
4319703577,4/21/2016,Thu,1792
4319703577,4/22/2016,Fri,1886
4319703577,4/23/2016,Sat,1945
4319703577,4/24/2016,Sun,1880
4319703577,4/25/2016,Mon,2314
4319703577,4/26/2016,Tue,2236
4319703577,4/27/2016,Wed,2324
4319703577,4/28/2016,Thu,2367
4319703577,4/29/2016,Fri,2175
4319703577,4/30/2016,Sat,2092
4319703577,5/1/2016,Sun,1593
4319703577,5/2/2016,Mon,2270
4319703577,5/3/2016,Tue,2235
4319703577,5/4/2016,Wed,2282
4319703577,5/5/2016,Thu,2530
4319703577,5/6/2016,Fri,2266
4319703577,5/7/2016,Sat,2158
4319703577,5/8/2016,Sun,1792
4319703577,5/9/2016,Mon,2345
4319703577,5/10/2016,Tue,2260
4319703577,5/11/2016,Wed,2232
4319703577,5/12/2016,Thu,257
4388161847,4/12/2016,Tue,2955
4388161847,4/13/2016,Wed,3092
4388161847,4/14/2016,Thu,2998
4388161847,4/15/2016,Fri,3066
4388161847,4/16/2016,Sat,3073
4388161847,4/17/2016,Sun,2572
4388161847,4/18/2016,Mon,3274
4388161847,4/19/2016,Tue,3015
4388161847,4/20/2016,Wed,3083
4388161847,4/21/2016,Thu,3069
4388161847,4/22/2016,Fri,3544
4388161847,4/23/2016,Sat,3306
4388161847,4/24/2016,Sun,2885
4388161847,4/25/2016,Mon,3288
4388161847,4/26/2016,Tue,2929
4388161847,4/27/2016,Wed,3074
4388161847,4/28/2016,Thu,2969
4388161847,4/29/2016,Fri,2979
4388161847,4/30/2016,Sat,3283
4388161847,5/1/2016,Sun,2926
4388161847,5/2/2016,Mon,3147
4388161847,5/3/2016,Tue,3290
4388161847,5/4/2016,Wed,3162
4388161847,5/5/2016,Thu,2899
4388161847,5/6/2016,Fri,3425
4388161847,5/7/2016,Sat,4022
4388161847,5/8/2016,Sun,3934
4388161847,5/9/2016,Mon,3013
4388161847,5/10/2016,Tue,3061
4388161847,5/11/2016,Wed,2954
4388161847,5/12/2016,Thu,1623
4445114986,4/12/2016,Tue,2113
4445114986,4/13/2016,Wed,2095
4445114986,4/14/2016,Thu,2194
4445114986,4/15/2016,Fri,2496
4445114986,4/16/2016,Sat,2180
4445114986,4/17/2016,Sun,1933
4445114986,4/18/2016,Mon,2248
4445114986,4/19/2016,Tue,1954
4445114986,4/20/2016,Wed,1974
4445114986,4/21/2016,Thu,2150
4445114986,4/22/2016,Fri,2432
4445114986,4/23/2016,Sat,2149
4445114986,4/24/2016,Sun,2247
4445114986,4/25/2016,Mon,2070
4445114986,4/26/2016,Tue,2291
4445114986,4/27/2016,Wed,2361
4445114986,4/28/2016,Thu,2203
4445114986,4/29/2016,Fri,2196
4445114986,4/30/2016,Sat,2363
4445114986,5/1/2016,Sun,2246
4445114986,5/2/2016,Mon,2336
4445114986,5/3/2016,Tue,2421
4445114986,5/4/2016,Wed,2070
4445114986,5/5/2016,Thu,2120
4445114986,5/6/2016,Fri,2211
4445114986,5/7/2016,Sat,2123
4445114986,5/8/2016,Sun,2423
4445114986,5/9/2016,Mon,2281
4445114986,5/10/2016,Tue,2181
4445114986,5/11/2016,Wed,2499
4445114986,5/12/2016,Thu,1212
4558609924,4/12/2016,Tue,1909
4558609924,4/13/2016,Wed,1722
4558609924,4/14/2016,Thu,1922
4558609924,4/15/2016,Fri,2121
4558609924,4/16/2016,Sat,1997
4558609924,4/17/2016,Sun,2117
4558609924,4/18/2016,Mon,2116
4558609924,4/19/2016,Tue,1876
4558609924,4/20/2016,Wed,1788
4558609924,4/21/2016,Thu,2486
4558609924,4/22/2016,Fri,2094
4558609924,4/23/2016,Sat,2085
4558609924,4/24/2016,Sun,2173
4558609924,4/25/2016,Mon,2225
4558609924,4/26/2016,Tue,2223
4558609924,4/27/2016,Wed,2098
4558609924,4/28/2016,Thu,2185
4558609924,4/29/2016,Fri,1918
4558609924,4/30/2016,Sat,2105
4558609924,5/1/2016,Sun,1692
4558609924,5/2/2016,Mon,2066
4558609924,5/3/2016,Tue,1953
4558609924,5/4/2016,Wed,1842
4558609924,5/5/2016,Thu,2262
4558609924,5/6/2016,Fri,1722
4558609924,5/7/2016,Sat,1973
4558609924,5/8/2016,Sun,2666
4558609924,5/9/2016,Mon,2223
4558609924,5/10/2016,Tue,1889
4558609924,5/11/2016,Wed,2131
4558609924,5/12/2016,Thu,1452
4702921684,4/12/2016,Tue,2947
4702921684,4/13/2016,Wed,2898
4702921684,4/14/2016,Thu,2984
4702921684,4/15/2016,Fri,2896
4702921684,4/16/2016,Sat,3328
4702921684,4/17/2016,Sun,3394
4702921684,4/18/2016,Mon,3013
4702921684,4/19/2016,Tue,2812
4702921684,4/20/2016,Wed,3061
4702921684,4/21/2016,Thu,2729
4702921684,4/22/2016,Fri,2241
4702921684,4/23/2016,Sat,3691
4702921684,4/24/2016,Sun,3538
4702921684,4/25/2016,Mon,3064
4702921684,4/26/2016,Tue,2784
4702921684,4/27/2016,Wed,2908
4702921684,4/28/2016,Thu,3033
4702921684,4/29/2016,Fri,3165
4702921684,4/30/2016,Sat,3115
4702921684,5/1/2016,Sun,2017
4702921684,5/2/2016,Mon,2859
4702921684,5/3/2016,Tue,3145
4702921684,5/4/2016,Wed,3004
4702921684,5/5/2016,Thu,3006
4702921684,5/6/2016,Fri,2859
4702921684,5/7/2016,Sat,3683
4702921684,5/8/2016,Sun,3287
4702921684,5/9/2016,Mon,2990
4702921684,5/10/2016,Tue,3172
4702921684,5/11/2016,Wed,3069
4702921684,5/12/2016,Thu,1240
5553957443,4/12/2016,Tue,2026
5553957443,4/13/2016,Wed,1718
5553957443,4/14/2016,Thu,2324
5553957443,4/15/2016,Fri,2254
5553957443,4/16/2016,Sat,1831
5553957443,4/17/2016,Sun,1397
5553957443,4/18/2016,Mon,1683
5553957443,4/19/2016,Tue,2284
5553957443,4/20/2016,Wed,1570
5553957443,4/21/2016,Thu,2066
5553957443,4/22/2016,Fri,2105
5553957443,4/23/2016,Sat,1776
5553957443,4/24/2016,Sun,1507
5553957443,4/25/2016,Mon,2033
5553957443,4/26/2016,Tue,2093
5553957443,4/27/2016,Wed,1922
5553957443,4/28/2016,Thu,1999
5553957443,4/29/2016,Fri,2169
5553957443,4/30/2016,Sat,1463
5553957443,5/1/2016,Sun,1747
5553957443,5/2/2016,Mon,1996
5553957443,5/3/2016,Tue,2116
5553957443,5/4/2016,Wed,1698
5553957443,5/5/2016,Thu,2156
5553957443,5/6/2016,Fri,1916
5553957443,5/7/2016,Sat,1494
5553957443,5/8/2016,Sun,1762
5553957443,5/9/2016,Mon,2272
5553957443,5/10/2016,Tue,2335
5553957443,5/11/2016,Wed,1693
5553957443,5/12/2016,Thu,741
5577150313,4/12/2016,Tue,3405
5577150313,4/13/2016,Wed,2551
5577150313,4/14/2016,Thu,4022
5577150313,4/15/2016,Fri,4005
5577150313,4/16/2016,Sat,4274
5577150313,4/17/2016,Sun,4552
5577150313,4/18/2016,Mon,3625
5577150313,4/19/2016,Tue,3501
5577150313,4/20/2016,Wed,3192
5577150313,4/21/2016,Thu,4018
5577150313,4/22/2016,Fri,3329
5577150313,4/23/2016,Sat,3152
5577150313,4/24/2016,Sun,4392
5577150313,4/25/2016,Mon,3374
5577150313,4/26/2016,Tue,3088
5577150313,4/27/2016,Wed,3294
5577150313,4/28/2016,Thu,3580
5577150313,4/29/2016,Fri,3544
5577150313,4/30/2016,Sat,4501
5577150313,5/1/2016,Sun,4546
5577150313,5/2/2016,Mon,3014
5577150313,5/3/2016,Tue,3795
5577150313,5/4/2016,Wed,2755
5577150313,5/5/2016,Thu,3004
5577150313,5/6/2016,Fri,2643
5577150313,5/7/2016,Sat,1819
5577150313,5/8/2016,Sun,1819
5577150313,5/9/2016,Mon,2489
5577150313,5/10/2016,Tue,3841
5577150313,5/11/2016,Wed,1665
6117666160,4/12/2016,Tue,1496
6117666160,4/13/2016,Wed,1496
6117666160,4/14/2016,Thu,1496
6117666160,4/15/2016,Fri,2865
6117666160,4/16/2016,Sat,2828
6117666160,4/17/2016,Sun,2225
6117666160,4/18/2016,Mon,2018
6117666160,4/19/2016,Tue,2606
6117666160,4/20/2016,Wed,2536
6117666160,4/21/2016,Thu,4900
6117666160,4/22/2016,Fri,2409
6117666160,4/23/2016,Sat,2651
6117666160,4/24/2016,Sun,2305
6117666160,4/25/2016,Mon,1497
6117666160,4/26/2016,Tue,2450
6117666160,4/27/2016,Wed,2576
6117666160,4/28/2016,Thu,1879
6117666160,4/29/2016,Fri,2560
6117666160,4/30/2016,Sat,2275
6117666160,5/1/2016,Sun,2361
6117666160,5/2/2016,Mon,2044
6117666160,5/3/2016,Tue,1496
6117666160,5/4/2016,Wed,1902
6117666160,5/5/2016,Thu,2636
6117666160,5/6/2016,Fri,1838
6117666160,5/7/2016,Sat,2469
6117666160,5/8/2016,Sun,2250
6117666160,5/9/2016,Mon,1248
6290855005,4/12/2016,Tue,2560
6290855005,4/13/2016,Wed,2905
6290855005,4/14/2016,Thu,2952
6290855005,4/15/2016,Fri,2896
6290855005,4/16/2016,Sat,2783
6290855005,4/17/2016,Sun,3171
6290855005,4/18/2016,Mon,2766
6290855005,4/19/2016,Tue,2839
6290855005,4/20/2016,Wed,2701
6290855005,4/21/2016,Thu,2060
6290855005,4/22/2016,Fri,2796
6290855005,4/23/2016,Sat,2664
6290855005,4/24/2016,Sun,2703
6290855005,4/25/2016,Mon,2771
6290855005,4/26/2016,Tue,2060
6290855005,4/27/2016,Wed,2743
6290855005,4/28/2016,Thu,2687
6290855005,4/29/2016,Fri,2060
6290855005,4/30/2016,Sat,2843
6290855005,5/1/2016,Sun,3327
6290855005,5/2/2016,Mon,2725
6290855005,5/3/2016,Tue,2671
6290855005,5/4/2016,Wed,2718
6290855005,5/5/2016,Thu,2682
6290855005,5/6/2016,Fri,2806
6290855005,5/7/2016,Sat,2613
6290855005,5/8/2016,Sun,2712
6290855005,5/9/2016,Mon,2175
6290855005,5/10/2016,Tue,0
6775888955,4/12/2016,Tue,1841
6775888955,4/13/2016,Wed,2400
6775888955,4/14/2016,Thu,2507
6775888955,4/15/2016,Fri,2127
6775888955,4/16/2016,Sat,2225
6775888955,4/17/2016,Sun,2067
6775888955,4/18/2016,Mon,2798
6775888955,4/19/2016,Tue,1841
6775888955,4/20/2016,Wed,3727
6775888955,4/21/2016,Thu,1841
6775888955,4/22/2016,Fri,1922
6775888955,4/23/2016,Sat,1841
6775888955,4/24/2016,Sun,2053
6775888955,4/25/2016,Mon,2484
6775888955,4/26/2016,Tue,2584
6775888955,4/27/2016,Wed,1841
6775888955,4/28/2016,Thu,1993
6775888955,4/29/2016,Fri,1841
6775888955,4/30/2016,Sat,2280
6775888955,5/1/2016,Sun,2319
6775888955,5/2/2016,Mon,1841
6775888955,5/3/2016,Tue,1843
6775888955,5/4/2016,Wed,1841
6775888955,5/5/2016,Thu,1841
6775888955,5/6/2016,Fri,2496
6775888955,5/7/2016,Sat,1032
6962181067,4/12/2016,Tue,1994
6962181067,4/13/2016,Wed,1718
6962181067,4/14/2016,Thu,1466
6962181067,4/15/2016,Fri,1756
6962181067,4/16/2016,Sat,2173
6962181067,4/17/2016,Sun,2027
6962181067,4/18/2016,Mon,2039
6962181067,4/19/2016,Tue,2046
6962181067,4/20/2016,Wed,2174
6962181067,4/21/2016,Thu,2179
6962181067,4/22/2016,Fri,2086
6962181067,4/23/2016,Sat,2571
6962181067,4/24/2016,Sun,1705
6962181067,4/25/2016,Mon,2194
6962181067,4/26/2016,Tue,2012
6962181067,4/27/2016,Wed,2034
6962181067,4/28/2016,Thu,2182
6962181067,4/29/2016,Fri,2254
6962181067,4/30/2016,Sat,2002
6962181067,5/1/2016,Sun,1740
6962181067,5/2/2016,Mon,2162
6962181067,5/3/2016,Tue,2072
6962181067,5/4/2016,Wed,2086
6962181067,5/5/2016,Thu,2066
6962181067,5/6/2016,Fri,1850
6962181067,5/7/2016,Sat,1947
6962181067,5/8/2016,Sun,1659
6962181067,5/9/2016,Mon,2105
6962181067,5/10/2016,Tue,2361
6962181067,5/11/2016,Wed,1855
6962181067,5/12/2016,Thu,928
7007744171,4/12/2016,Tue,2937
7007744171,4/13/2016,Wed,2742
7007744171,4/14/2016,Thu,2668
7007744171,4/15/2016,Fri,2098
7007744171,4/16/2016,Sat,2076
7007744171,4/17/2016,Sun,2383
7007744171,4/18/2016,Mon,2832
7007744171,4/19/2016,Tue,2812
7007744171,4/20/2016,Wed,3096
7007744171,4/21/2016,Thu,2763
7007744171,4/22/2016,Fri,2889
7007744171,4/23/2016,Sat,2284
7007744171,4/24/2016,Sun,2667
7007744171,4/25/2016,Mon,3055
7007744171,4/26/2016,Tue,2939
7007744171,4/27/2016,Wed,2830
7007744171,4/28/2016,Thu,2836
7007744171,4/29/2016,Fri,3180
7007744171,4/30/2016,Sat,2051
7007744171,5/1/2016,Sun,2225
7007744171,5/2/2016,Mon,2642
7007744171,5/3/2016,Tue,2976
7007744171,5/4/2016,Wed,1557
7007744171,5/5/2016,Thu,2933
