id,date,day_of_week,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
1844505072,5/9/2016,Mon,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,5/10/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,5/11/2016,Wed,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,1347
1844505072,5/12/2016,Thu,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,711,665
1927972279,4/12/2016,Tue,678,0.47,0.47,0.00,0.00,0.00,0.47,0.00,0,0,55,734,2220
1927972279,4/13/2016,Wed,356,0.25,0.25,0.00,0.00,0.00,0.25,0.00,0,0,32,986,2151
1927972279,4/14/2016,Thu,2163,1.50,1.50,0.00,0.00,0.40,1.10,0.00,0,9,88,1292,2383
1927972279,4/15/2016,Fri,980,0.68,0.68,0.00,0.00,0.00,0.68,0.00,0,0,51,941,2221
1927972279,4/16/2016,Sat,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2064
1927972279,4/17/2016,Sun,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,4/18/2016,Mon,244,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0,0,17,1423,2111
1927972279,4/19/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,4/20/2016,Wed,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,4/21/2016,Thu,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2064
1927972279,4/22/2016,Fri,149,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0,0,10,1430,2093
1927972279,4/23/2016,Sat,2945,2.04,2.04,0.00,0.00,0.00,2.04,0.00,0,0,145,1295,2499
1927972279,4/24/2016,Sun,2090,1.45,1.45,0.00,0.07,0.24,1.14,0.00,1,6,75,1358,2324
1927972279,4/25/2016,Mon,152,0.11,0.11,0.00,0.00,0.00,0.11,0.00,0,0,12,1303,2100
1927972279,4/26/2016,Tue,3761,2.60,2.60,0.00,0.00,0.00,2.60,0.00,0,0,192,1058,2638
1927972279,4/27/2016,Wed,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,4/28/2016,Thu,1675,1.16,1.16,0.00,0.00,0.00,1.16,0.00,0,0,95,1167,2351
1927972279,4/29/2016,Fri,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,4/30/2016,Sat,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2064
1927972279,5/1/2016,Sun,2704,1.87,1.87,0.00,1.01,0.03,0.83,0.00,14,1,70,1355,2411
1927972279,5/2/2016,Mon,3790,2.62,2.62,0.00,1.16,0.30,1.16,0.00,16,8,94,1322,2505
1927972279,5/3/2016,Tue,1326,0.92,0.92,0.00,0.73,0.00,0.18,0.00,10,0,17,1413,2195
1927972279,5/4/2016,Wed,1786,1.24,1.24,0.00,0.00,0.00,1.24,0.00,0,0,87,1353,2338
1927972279,5/5/2016,Thu,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,5/6/2016,Fri,2091,1.45,1.45,0.00,0.00,0.00,1.45,0.00,0,0,108,1332,2383
1927972279,5/7/2016,Sat,1510,1.04,1.04,0.00,0.00,0.00,1.04,0.00,0,0,48,1392,2229
1927972279,5/8/2016,Sun,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,5/9/2016,Mon,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,5/10/2016,Tue,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,5/11/2016,Wed,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1440,2063
1927972279,5/12/2016,Thu,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,966,1383
2022484408,4/12/2016,Tue,11875,8.34,8.34,0.00,3.31,0.77,4.26,0.00,42,14,227,1157,2390
2022484408,4/13/2016,Wed,12024,8.50,8.50,0.00,2.99,0.10,5.41,0.00,43,5,292,1100,2601
2022484408,4/14/2016,Thu,10690,7.50,7.50,0.00,2.48,0.21,4.82,0.00,32,3,257,1148,2312
2022484408,4/15/2016,Fri,11034,8.03,8.03,0.00,1.94,0.31,5.78,0.00,27,9,282,1122,2525
2022484408,4/16/2016,Sat,10100,7.09,7.09,0.00,3.15,0.55,3.39,0.00,41,11,151,1237,2177
2022484408,4/17/2016,Sun,15112,11.40,11.40,0.00,3.87,0.66,6.88,0.00,28,29,331,1052,2782
2022484408,4/18/2016,Mon,14131,10.07,10.07,0.00,3.64,0.12,6.30,0.00,48,3,311,1078,2770
2022484408,4/19/2016,Tue,11548,8.53,8.53,0.00,3.29,0.24,5.00,0.00,31,7,250,1152,2489
2022484408,4/20/2016,Wed,15112,10.67,10.67,0.00,3.34,1.93,5.40,0.00,48,63,276,1053,2897
2022484408,4/21/2016,Thu,12453,8.74,8.74,0.00,3.33,1.11,4.31,0.00,104,53,255,1028,3158
2022484408,4/22/2016,Fri,12954,9.33,9.33,0.00,4.43,0.42,4.47,0.00,52,10,273,1105,2638
2022484408,4/23/2016,Sat,6001,4.21,4.21,0.00,0.00,0.00,4.21,0.00,0,0,249,1191,2069
2022484408,4/24/2016,Sun,13481,10.28,10.28,0.00,4.55,1.15,4.58,0.00,37,26,216,1161,2529
2022484408,4/25/2016,Mon,11369,8.01,8.01,0.00,3.33,0.22,4.46,0.00,44,8,217,1171,2470
2022484408,4/26/2016,Tue,10119,7.19,7.19,0.00,1.43,0.66,5.11,0.00,55,24,275,1086,2793
2022484408,4/27/2016,Wed,10159,7.13,7.13,0.00,1.04,0.97,5.12,0.00,19,20,282,1119,2463
2022484408,4/28/2016,Thu,10140,7.12,7.12,0.00,0.41,1.33,5.39,0.00,6,20,291,1123,2296
2022484408,4/29/2016,Fri,10245,7.19,7.19,0.00,0.48,1.21,5.50,0.00,21,40,281,1098,2611
2022484408,4/30/2016,Sat,18387,12.91,12.91,0.00,0.94,1.40,10.57,0.00,13,23,361,1043,2732
2022484408,5/1/2016,Sun,10538,7.40,7.40,0.00,1.94,0.96,4.50,0.00,25,28,245,1142,2380
2022484408,5/2/2016,Mon,10379,7.29,7.29,0.00,2.61,0.34,4.33,0.00,36,8,277,1119,2473
2022484408,5/3/2016,Tue,12183,8.74,8.74,0.00,3.99,0.46,4.28,0.00,72,14,250,1104,2752
2022484408,5/4/2016,Wed,11768,8.29,8.29,0.00,2.51,0.93,4.85,0.00,36,27,272,1105,2649
2022484408,5/5/2016,Thu,11895,8.35,8.35,0.00,2.79,0.86,4.70,0.00,55,20,253,1112,2609
2022484408,5/6/2016,Fri,10227,7.18,7.18,0.00,1.87,0.67,4.64,0.00,24,17,295,1104,2498
2022484408,5/7/2016,Sat,6708,4.71,4.71,0.00,1.61,0.08,3.02,0.00,20,2,149,1269,1995
2022484408,5/8/2016,Sun,3292,2.31,2.31,0.00,0.00,0.00,2.31,0.00,0,0,135,1305,1848
2022484408,5/9/2016,Mon,13379,9.39,9.39,0.00,2.12,1.63,5.64,0.00,35,47,297,1061,2709
2022484408,5/10/2016,Tue,12798,8.98,8.98,0.00,2.22,1.21,5.56,0.00,57,28,271,1084,2797
2022484408,5/11/2016,Wed,13272,9.32,9.32,0.00,4.18,1.15,3.99,0.00,58,25,224,1133,2544
2022484408,5/12/2016,Thu,9117,6.41,6.41,0.00,1.28,0.67,4.44,0.00,16,16,236,728,1853
2026352035,4/12/2016,Tue,4414,2.74,2.74,0.00,0.19,0.35,2.20,0.00,3,8,181,706,1459
2026352035,4/13/2016,Wed,4993,3.10,3.10,0.00,0.00,0.00,3.10,0.00,0,0,238,663,1521
2026352035,4/14/2016,Thu,3335,2.07,2.07,0.00,0.00,0.00,2.05,0.00,0,0,197,653,1431
2026352035,4/15/2016,Fri,3821,2.37,2.37,0.00,0.00,0.00,2.37,0.00,0,0,188,687,1444
2026352035,4/16/2016,Sat,2547,1.58,1.58,0.00,0.00,0.00,1.58,0.00,0,0,150,728,1373
2026352035,4/17/2016,Sun,838,0.52,0.52,0.00,0.00,0.00,0.52,0.00,0,0,60,1053,1214
2026352035,4/18/2016,Mon,3325,2.06,2.06,0.00,0.00,0.00,2.06,0.00,0,0,182,1062,1419
2026352035,4/19/2016,Tue,2424,1.50,1.50,0.00,0.00,0.00,1.50,0.00,0,0,141,785,1356
2026352035,4/20/2016,Wed,7222,4.48,4.48,0.00,0.00,0.00,4.48,0.00,0,0,327,623,1667
2026352035,4/21/2016,Thu,2467,1.53,1.53,0.00,0.00,0.00,1.53,0.00,0,0,153,749,1370
2026352035,4/22/2016,Fri,2915,1.81,1.81,0.00,0.00,0.00,1.81,0.00,0,0,162,712,1399
2026352035,4/23/2016,Sat,12357,7.71,7.71,0.00,0.00,0.00,7.71,0.00,0,0,432,458,1916
2026352035,4/24/2016,Sun,3490,2.16,2.16,0.00,0.00,0.00,2.16,0.00,0,0,164,704,1401
2026352035,4/25/2016,Mon,6017,3.73,3.73,0.00,0.00,0.00,3.73,0.00,0,0,260,821,1576
2026352035,4/26/2016,Tue,5933,3.68,3.68,0.00,0.00,0.00,3.68,0.00,0,0,288,1018,1595
2026352035,4/27/2016,Wed,6088,3.77,3.77,0.00,0.00,0.00,3.77,0.00,0,0,286,586,1593
2026352035,4/28/2016,Thu,6375,3.95,3.95,0.00,0.00,0.00,3.95,0.00,0,0,331,626,1649
2026352035,4/29/2016,Fri,7604,4.71,4.71,0.00,0.00,0.00,4.71,0.00,0,0,352,492,1692
2026352035,4/30/2016,Sat,4729,2.93,2.93,0.00,0.00,0.00,2.93,0.00,0,0,233,594,1506
2026352035,5/1/2016,Sun,3609,2.28,2.28,0.00,0.00,0.00,2.28,0.00,0,0,191,716,1447
2026352035,5/2/2016,Mon,7018,4.35,4.35,0.00,0.00,0.00,4.35,0.00,0,0,355,716,1690
2026352035,5/3/2016,Tue,5992,3.72,3.72,0.00,0.00,0.00,3.72,0.00,0,0,304,981,1604
2026352035,5/4/2016,Wed,6564,4.07,4.07,0.00,0.00,0.00,4.07,0.00,0,0,345,530,1658
2026352035,5/5/2016,Thu,12167,7.54,7.54,0.00,0.00,0.00,7.54,0.00,0,0,475,479,1926
2026352035,5/6/2016,Fri,8198,5.08,5.08,0.00,0.00,0.00,5.08,0.00,0,0,383,511,1736
2026352035,5/7/2016,Sat,4193,2.60,2.60,0.00,0.00,0.00,2.60,0.00,0,0,229,665,1491
2026352035,5/8/2016,Sun,5528,3.45,3.45,0.00,0.00,0.00,3.45,0.00,0,0,258,610,1555
2026352035,5/9/2016,Mon,10685,6.62,6.62,0.00,0.00,0.00,6.60,0.00,0,0,401,543,1869
2026352035,5/10/2016,Tue,254,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0,0,17,1002,1141
2026352035,5/11/2016,Wed,8580,5.32,5.32,0.00,0.00,0.00,5.32,0.00,0,0,330,569,1698
2026352035,5/12/2016,Thu,8891,5.51,5.51,0.00,0.00,0.00,5.51,0.00,0,0,343,330,1364
2320127002,4/12/2016,Tue,10725,7.49,7.49,0.00,1.17,0.31,6.01,0.00,13,9,306,1112,2124
2320127002,4/13/2016,Wed,7275,4.90,4.90,0.00,0.00,0.00,4.90,0.00,0,0,335,1105,2003
2320127002,4/14/2016,Thu,3973,2.68,2.68,0.00,0.00,0.00,2.68,0.00,0,0,191,1249,1696
2320127002,4/15/2016,Fri,5205,3.51,3.51,0.00,0.00,0.00,3.51,0.00,0,0,245,1195,1801
2320127002,4/16/2016,Sat,5057,3.41,3.41,0.00,0.00,0.00,3.40,0.00,0,0,195,1245,1724
2320127002,4/17/2016,Sun,6198,4.18,4.18,0.00,0.00,0.00,4.18,0.00,0,0,249,1191,1852
2320127002,4/18/2016,Mon,6559,4.42,4.42,0.00,0.00,0.26,4.14,0.00,0,7,260,1173,1905
2320127002,4/19/2016,Tue,5997,4.04,4.04,0.00,0.00,0.38,3.66,0.00,0,11,228,1201,1811
2320127002,4/20/2016,Wed,7192,4.85,4.85,0.00,0.00,0.49,4.34,0.00,0,11,283,1146,1922
2320127002,4/21/2016,Thu,3404,2.29,2.29,0.00,0.06,0.42,1.81,0.00,1,10,127,1302,1610
2320127002,4/22/2016,Fri,5583,3.76,3.76,0.00,0.00,0.00,3.76,0.00,0,0,266,1174,1851
2320127002,4/23/2016,Sat,5079,3.42,3.42,0.00,0.00,0.00,3.42,0.00,0,0,242,1129,1804
2320127002,4/24/2016,Sun,4165,2.81,2.81,0.00,0.00,0.00,2.80,0.00,0,0,204,1236,1725
2320127002,4/25/2016,Mon,3588,2.42,2.42,0.00,0.23,0.20,1.99,0.00,3,5,152,1280,1654
2320127002,4/26/2016,Tue,3409,2.30,2.30,0.00,0.00,0.00,2.30,0.00,0,0,147,1293,1632
2320127002,4/27/2016,Wed,1715,1.16,1.16,0.00,0.00,0.00,1.16,0.00,0,0,82,1358,1481
2320127002,4/28/2016,Thu,1532,1.03,1.03,0.00,0.00,0.00,1.03,0.00,0,0,76,1364,1473
2320127002,4/29/2016,Fri,924,0.62,0.62,0.00,0.00,0.00,0.62,0.00,0,0,45,1395,1410
2320127002,4/30/2016,Sat,4571,3.08,3.08,0.00,0.00,0.00,3.07,0.00,0,0,234,1206,1779
