id,date,day_of_week,steps_total
1927972279,5/6/2016,Fri,2091
1927972279,5/7/2016,Sat,1510
1927972279,5/8/2016,Sun,0
1927972279,5/9/2016,Mon,0
1927972279,5/10/2016,Tue,0
1927972279,5/11/2016,Wed,0
1927972279,5/12/2016,Thu,0
2022484408,4/12/2016,Tue,11875
2022484408,4/13/2016,Wed,12024
2022484408,4/14/2016,Thu,10690
2022484408,4/15/2016,Fri,11034
2022484408,4/16/2016,Sat,10100
2022484408,4/17/2016,Sun,15112
2022484408,4/18/2016,Mon,14131
2022484408,4/19/2016,Tue,11548
2022484408,4/20/2016,Wed,15112
2022484408,4/21/2016,Thu,12453
2022484408,4/22/2016,Fri,12954
2022484408,4/23/2016,Sat,6001
2022484408,4/24/2016,Sun,13481
2022484408,4/25/2016,Mon,11369
2022484408,4/26/2016,Tue,10119
2022484408,4/27/2016,Wed,10159
2022484408,4/28/2016,Thu,10140
2022484408,4/29/2016,Fri,10245
2022484408,4/30/2016,Sat,18387
2022484408,5/1/2016,Sun,10538
2022484408,5/2/2016,Mon,10379
2022484408,5/3/2016,Tue,12183
2022484408,5/4/2016,Wed,11768
2022484408,5/5/2016,Thu,11895
2022484408,5/6/2016,Fri,10227
2022484408,5/7/2016,Sat,6708
2022484408,5/8/2016,Sun,3292
2022484408,5/9/2016,Mon,13379
2022484408,5/10/2016,Tue,12798
2022484408,5/11/2016,Wed,13272
2022484408,5/12/2016,Thu,9117
2026352035,4/12/2016,Tue,4414
2026352035,4/13/2016,Wed,4993
2026352035,4/14/2016,Thu,3335
2026352035,4/15/2016,Fri,3821
2026352035,4/16/2016,Sat,2547
2026352035,4/17/2016,Sun,838
2026352035,4/18/2016,Mon,3325
2026352035,4/19/2016,Tue,2424
2026352035,4/20/2016,Wed,7222
2026352035,4/21/2016,Thu,2467
2026352035,4/22/2016,Fri,2915
2026352035,4/23/2016,Sat,12357
2026352035,4/24/2016,Sun,3490
2026352035,4/25/2016,Mon,6017
2026352035,4/26/2016,Tue,5933
2026352035,4/27/2016,Wed,6088
2026352035,4/28/2016,Thu,6375
2026352035,4/29/2016,Fri,7604
2026352035,4/30/2016,Sat,4729
2026352035,5/1/2016,Sun,3609
2026352035,5/2/2016,Mon,7018
2026352035,5/3/2016,Tue,5992
2026352035,5/4/2016,Wed,6564
2026352035,5/5/2016,Thu,12167
2026352035,5/6/2016,Fri,8198
2026352035,5/7/2016,Sat,4193
2026352035,5/8/2016,Sun,5528
2026352035,5/9/2016,Mon,10685
2026352035,5/10/2016,Tue,254
2026352035,5/11/2016,Wed,8580
2026352035,5/12/2016,Thu,8891
2320127002,4/12/2016,Tue,10725
2320127002,4/13/2016,Wed,7275
2320127002,4/14/2016,Thu,3973
2320127002,4/15/2016,Fri,5205
2320127002,4/16/2016,Sat,5057
2320127002,4/17/2016,Sun,6198
2320127002,4/18/2016,Mon,6559
2320127002,4/19/2016,Tue,5997
2320127002,4/20/2016,Wed,7192
2320127002,4/21/2016,Thu,3404
2320127002,4/22/2016,Fri,5583
2320127002,4/23/2016,Sat,5079
2320127002,4/24/2016,Sun,4165
2320127002,4/25/2016,Mon,3588
2320127002,4/26/2016,Tue,3409
2320127002,4/27/2016,Wed,1715
2320127002,4/28/2016,Thu,1532
2320127002,4/29/2016,Fri,924
2320127002,4/30/2016,Sat,4571
2320127002,5/1/2016,Sun,772
2320127002,5/2/2016,Mon,3634
2320127002,5/3/2016,Tue,7443
2320127002,5/4/2016,Wed,1201
2320127002,5/5/2016,Thu,5202
2320127002,5/6/2016,Fri,4878
2320127002,5/7/2016,Sat,7379
2320127002,5/8/2016,Sun,5161
2320127002,5/9/2016,Mon,3090
2320127002,5/10/2016,Tue,6227
2320127002,5/11/2016,Wed,6424
2320127002,5/12/2016,Thu,2661
2347167796,4/12/2016,Tue,10113
2347167796,4/13/2016,Wed,10352
2347167796,4/14/2016,Thu,10129
2347167796,4/15/2016,Fri,10465
2347167796,4/16/2016,Sat,22244
2347167796,4/17/2016,Sun,5472
2347167796,4/18/2016,Mon,8247
2347167796,4/19/2016,Tue,6711
2347167796,4/20/2016,Wed,10999
2347167796,4/21/2016,Thu,10080
2347167796,4/22/2016,Fri,7804
2347167796,4/23/2016,Sat,16901
2347167796,4/24/2016,Sun,9471
2347167796,4/25/2016,Mon,9482
2347167796,4/26/2016,Tue,5980
2347167796,4/27/2016,Wed,11423
2347167796,4/28/2016,Thu,5439
2347167796,4/29/2016,Fri,42
2873212765,4/12/2016,Tue,8796
2873212765,4/13/2016,Wed,7618
2873212765,4/14/2016,Thu,7910
2873212765,4/15/2016,Fri,8482
2873212765,4/16/2016,Sat,9685
2873212765,4/17/2016,Sun,2524
2873212765,4/18/2016,Mon,7762
2873212765,4/19/2016,Tue,7948
2873212765,4/20/2016,Wed,9202
2873212765,4/21/2016,Thu,8859
2873212765,4/22/2016,Fri,7286
2873212765,4/23/2016,Sat,9317
2873212765,4/24/2016,Sun,6873
2873212765,4/25/2016,Mon,7373
2873212765,4/26/2016,Tue,8242
2873212765,4/27/2016,Wed,3516
2873212765,4/28/2016,Thu,7913
2873212765,4/29/2016,Fri,7365
2873212765,4/30/2016,Sat,8452
2873212765,5/1/2016,Sun,7399
2873212765,5/2/2016,Mon,7525
2873212765,5/3/2016,Tue,7412
2873212765,5/4/2016,Wed,8278
2873212765,5/5/2016,Thu,8314
2873212765,5/6/2016,Fri,7063
2873212765,5/7/2016,Sat,4940
2873212765,5/8/2016,Sun,8168
2873212765,5/9/2016,Mon,7726
2873212765,5/10/2016,Tue,8275
2873212765,5/11/2016,Wed,6440
2873212765,5/12/2016,Thu,7566
3372868164,4/12/2016,Tue,4747
3372868164,4/13/2016,Wed,9715
3372868164,4/14/2016,Thu,8844
3372868164,4/15/2016,Fri,7451
3372868164,4/16/2016,Sat,6905
3372868164,4/17/2016,Sun,8199
3372868164,4/18/2016,Mon,6798
3372868164,4/19/2016,Tue,7711
3372868164,4/20/2016,Wed,4880
3372868164,4/21/2016,Thu,8857
3372868164,4/22/2016,Fri,3843
3372868164,4/23/2016,Sat,7396
3372868164,4/24/2016,Sun,6731
3372868164,4/25/2016,Mon,5995
3372868164,4/26/2016,Tue,8283
3372868164,4/27/2016,Wed,7904
3372868164,4/28/2016,Thu,5512
3372868164,4/29/2016,Fri,9135
3372868164,4/30/2016,Sat,5250
3372868164,5/1/2016,Sun,3077
3977333714,4/12/2016,Tue,8856
3977333714,4/13/2016,Wed,10035
3977333714,4/14/2016,Thu,7641
3977333714,4/15/2016,Fri,9010
3977333714,4/16/2016,Sat,13459
3977333714,4/17/2016,Sun,10415
3977333714,4/18/2016,Mon,11663
3977333714,4/19/2016,Tue,12414
3977333714,4/20/2016,Wed,11658
3977333714,4/21/2016,Thu,6093
3977333714,4/22/2016,Fri,8911
3977333714,4/23/2016,Sat,12058
3977333714,4/24/2016,Sun,14112
3977333714,4/25/2016,Mon,11177
3977333714,4/26/2016,Tue,11388
3977333714,4/27/2016,Wed,7193
3977333714,4/28/2016,Thu,7114
3977333714,4/29/2016,Fri,10645
3977333714,4/30/2016,Sat,13238
3977333714,5/1/2016,Sun,10414
3977333714,5/2/2016,Mon,16520
3977333714,5/3/2016,Tue,14335
3977333714,5/4/2016,Wed,13559
3977333714,5/5/2016,Thu,12312
3977333714,5/6/2016,Fri,11677
3977333714,5/7/2016,Sat,11550
3977333714,5/8/2016,Sun,13585
3977333714,5/9/2016,Mon,14687
3977333714,5/10/2016,Tue,13072
3977333714,5/11/2016,Wed,746
4020332650,4/12/2016,Tue,8539
4020332650,4/13/2016,Wed,0
4020332650,4/14/2016,Thu,108
4020332650,4/15/2016,Fri,1882
4020332650,4/16/2016,Sat,1982
4020332650,4/17/2016,Sun,16
4020332650,4/18/2016,Mon,62
4020332650,4/19/2016,Tue,0
4020332650,4/20/2016,Wed,0
4020332650,4/21/2016,Thu,0
4020332650,4/22/2016,Fri,0
4020332650,4/23/2016,Sat,0
4020332650,4/24/2016,Sun,0
4020332650,4/25/2016,Mon,0
4020332650,4/26/2016,Tue,0
4020332650,4/27/2016,Wed,0
4020332650,4/28/2016,Thu,0
4020332650,4/29/2016,Fri,0
4020332650,4/30/2016,Sat,0
4020332650,5/1/2016,Sun,0
4020332650,5/2/2016,Mon,475
4020332650,5/3/2016,Tue,4496
4020332650,5/4/2016,Wed,10252
4020332650,5/5/2016,Thu,11728
4020332650,5/6/2016,Fri,4369
4020332650,5/7/2016,Sat,6132
4020332650,5/8/2016,Sun,5862
4020332650,5/9/2016,Mon,4556
4020332650,5/10/2016,Tue,5546
4020332650,5/11/2016,Wed,3689
4020332650,5/12/2016,Thu,590
4057192912,4/12/2016,Tue,5394
4057192912,4/13/2016,Wed,5974
4057192912,4/14/2016,Thu,0
4057192912,4/15/2016,Fri,3984
4319703577,4/12/2016,Tue,7753
4319703577,4/13/2016,Wed,8204
4319703577,4/14/2016,Thu,10210
4319703577,4/15/2016,Fri,5664
4319703577,4/16/2016,Sat,4744
4319703577,4/17/2016,Sun,29
4319703577,4/18/2016,Mon,2276
4319703577,4/19/2016,Tue,8925
4319703577,4/20/2016,Wed,8954
4319703577,4/21/2016,Thu,3702
4319703577,4/22/2016,Fri,4500
4319703577,4/23/2016,Sat,4935
4319703577,4/24/2016,Sun,4081
4319703577,4/25/2016,Mon,9259
4319703577,4/26/2016,Tue,9899
4319703577,4/27/2016,Wed,10780
4319703577,4/28/2016,Thu,10817
4319703577,4/29/2016,Fri,7990
4319703577,4/30/2016,Sat,8221
4319703577,5/1/2016,Sun,1251
4319703577,5/2/2016,Mon,9261
4319703577,5/3/2016,Tue,9648
4319703577,5/4/2016,Wed,10429
4319703577,5/5/2016,Thu,13658
4319703577,5/6/2016,Fri,9524
4319703577,5/7/2016,Sat,7937
4319703577,5/8/2016,Sun,3672
4319703577,5/9/2016,Mon,10378
4319703577,5/10/2016,Tue,9487
4319703577,5/11/2016,Wed,9129
4319703577,5/12/2016,Thu,17
4388161847,4/12/2016,Tue,10122
4388161847,4/13/2016,Wed,10993
4388161847,4/14/2016,Thu,8863
4388161847,4/15/2016,Fri,8758
4388161847,4/16/2016,Sat,6580
4388161847,4/17/2016,Sun,4660
4388161847,4/18/2016,Mon,11009
4388161847,4/19/2016,Tue,10181
4388161847,4/20/2016,Wed,10553
4388161847,4/21/2016,Thu,10055
4388161847,4/22/2016,Fri,12139
4388161847,4/23/2016,Sat,13236
4388161847,4/24/2016,Sun,10243
4388161847,4/25/2016,Mon,12961
4388161847,4/26/2016,Tue,9461
4388161847,4/27/2016,Wed,11193
4388161847,4/28/2016,Thu,10074
4388161847,4/29/2016,Fri,9232
4388161847,4/30/2016,Sat,12533
4388161847,5/1/2016,Sun,10255
4388161847,5/2/2016,Mon,10096
4388161847,5/3/2016,Tue,12727
4388161847,5/4/2016,Wed,12375
4388161847,5/5/2016,Thu,9603
4388161847,5/6/2016,Fri,13175
4388161847,5/7/2016,Sat,22770
4388161847,5/8/2016,Sun,17298
4388161847,5/9/2016,Mon,10218
4388161847,5/10/2016,Tue,10299
4388161847,5/11/2016,Wed,10201
4388161847,5/12/2016,Thu,3369
4445114986,4/12/2016,Tue,3276
4445114986,4/13/2016,Wed,2961
4445114986,4/14/2016,Thu,3974
4445114986,4/15/2016,Fri,7198
4445114986,4/16/2016,Sat,3945
4445114986,4/17/2016,Sun,2268
4445114986,4/18/2016,Mon,6155
4445114986,4/19/2016,Tue,2064
4445114986,4/20/2016,Wed,2072
4445114986,4/21/2016,Thu,3809
4445114986,4/22/2016,Fri,6831
4445114986,4/23/2016,Sat,4363
4445114986,4/24/2016,Sun,5002
4445114986,4/25/2016,Mon,3385
4445114986,4/26/2016,Tue,6326
4445114986,4/27/2016,Wed,7243
4445114986,4/28/2016,Thu,4493
4445114986,4/29/2016,Fri,4676
4445114986,4/30/2016,Sat,6222
4445114986,5/1/2016,Sun,5232
4445114986,5/2/2016,Mon,6910
4445114986,5/3/2016,Tue,7502
4445114986,5/4/2016,Wed,2923
4445114986,5/5/2016,Thu,3800
4445114986,5/6/2016,Fri,4514
4445114986,5/7/2016,Sat,5183
4445114986,5/8/2016,Sun,7303
4445114986,5/9/2016,Mon,5275
4445114986,5/10/2016,Tue,3915
4445114986,5/11/2016,Wed,9105
4445114986,5/12/2016,Thu,768
4558609924,4/12/2016,Tue,5135
4558609924,4/13/2016,Wed,4978
4558609924,4/14/2016,Thu,6799
4558609924,4/15/2016,Fri,7795
4558609924,4/16/2016,Sat,7289
4558609924,4/17/2016,Sun,9634
4558609924,4/18/2016,Mon,8940
4558609924,4/19/2016,Tue,5401
4558609924,4/20/2016,Wed,4803
4558609924,4/21/2016,Thu,13743
4558609924,4/22/2016,Fri,9601
4558609924,4/23/2016,Sat,6890
4558609924,4/24/2016,Sun,8563
4558609924,4/25/2016,Mon,8095
4558609924,4/26/2016,Tue,9148
4558609924,4/27/2016,Wed,9557
4558609924,4/28/2016,Thu,9451
4558609924,4/29/2016,Fri,7833
4558609924,4/30/2016,Sat,10319
4558609924,5/1/2016,Sun,3428
4558609924,5/2/2016,Mon,7891
4558609924,5/3/2016,Tue,5267
4558609924,5/4/2016,Wed,5232
4558609924,5/5/2016,Thu,10611
4558609924,5/6/2016,Fri,3755
4558609924,5/7/2016,Sat,8237
4558609924,5/8/2016,Sun,6543
4558609924,5/9/2016,Mon,11451
4558609924,5/10/2016,Tue,6435
4558609924,5/11/2016,Wed,9108
4558609924,5/12/2016,Thu,6307
4702921684,4/12/2016,Tue,7213
4702921684,4/13/2016,Wed,6877
4702921684,4/14/2016,Thu,7860
4702921684,4/15/2016,Fri,6506
4702921684,4/16/2016,Sat,11140
4702921684,4/17/2016,Sun,12692
4702921684,4/18/2016,Mon,9105
4702921684,4/19/2016,Tue,6708
4702921684,4/20/2016,Wed,8793
4702921684,4/21/2016,Thu,6530
4702921684,4/22/2016,Fri,1664
4702921684,4/23/2016,Sat,15126
4702921684,4/24/2016,Sun,15050
4702921684,4/25/2016,Mon,9167
4702921684,4/26/2016,Tue,6108
4702921684,4/27/2016,Wed,7047
4702921684,4/28/2016,Thu,9023
4702921684,4/29/2016,Fri,9930
4702921684,4/30/2016,Sat,10144
4702921684,5/1/2016,Sun,0
4702921684,5/2/2016,Mon,7245
4702921684,5/3/2016,Tue,9454
4702921684,5/4/2016,Wed,8161
4702921684,5/5/2016,Thu,8614
4702921684,5/6/2016,Fri,6943
4702921684,5/7/2016,Sat,14370
4702921684,5/8/2016,Sun,12857
4702921684,5/9/2016,Mon,8232
4702921684,5/10/2016,Tue,10613
4702921684,5/11/2016,Wed,9810
4702921684,5/12/2016,Thu,2752
5553957443,4/12/2016,Tue,11596
5553957443,4/13/2016,Wed,4832
5553957443,4/14/2016,Thu,17022
5553957443,4/15/2016,Fri,16556
5553957443,4/16/2016,Sat,5771
5553957443,4/17/2016,Sun,655
5553957443,4/18/2016,Mon,3727
5553957443,4/19/2016,Tue,15482
5553957443,4/20/2016,Wed,2713
5553957443,4/21/2016,Thu,12346
5553957443,4/22/2016,Fri,11682
5553957443,4/23/2016,Sat,4112
5553957443,4/24/2016,Sun,1807
5553957443,4/25/2016,Mon,10946
5553957443,4/26/2016,Tue,11886
5553957443,4/27/2016,Wed,10538
5553957443,4/28/2016,Thu,11393
5553957443,4/29/2016,Fri,12764
5553957443,4/30/2016,Sat,1202
5553957443,5/1/2016,Sun,5164
5553957443,5/2/2016,Mon,9769
5553957443,5/3/2016,Tue,12848
5553957443,5/4/2016,Wed,4249
5553957443,5/5/2016,Thu,14331
5553957443,5/6/2016,Fri,9632
5553957443,5/7/2016,Sat,1868
5553957443,5/8/2016,Sun,6083
5553957443,5/9/2016,Mon,11611
5553957443,5/10/2016,Tue,16358
5553957443,5/11/2016,Wed,4926
5553957443,5/12/2016,Thu,3121
5577150313,4/12/2016,Tue,8135
5577150313,4/13/2016,Wed,5077
5577150313,4/14/2016,Thu,8596
5577150313,4/15/2016,Fri,12087
5577150313,4/16/2016,Sat,14269
5577150313,4/17/2016,Sun,12231
5577150313,4/18/2016,Mon,9893
5577150313,4/19/2016,Tue,12574
5577150313,4/20/2016,Wed,8330
5577150313,4/21/2016,Thu,10830
5577150313,4/22/2016,Fri,9172
5577150313,4/23/2016,Sat,7638
5577150313,4/24/2016,Sun,15764
5577150313,4/25/2016,Mon,6393
5577150313,4/26/2016,Tue,5325
5577150313,4/27/2016,Wed,6805
5577150313,4/28/2016,Thu,9841
5577150313,4/29/2016,Fri,7924
5577150313,4/30/2016,Sat,12363
5577150313,5/1/2016,Sun,13368
5577150313,5/2/2016,Mon,7439
5577150313,5/3/2016,Tue,11045
5577150313,5/4/2016,Wed,5206
5577150313,5/5/2016,Thu,7550
5577150313,5/6/2016,Fri,4950
5577150313,5/7/2016,Sat,0
5577150313,5/8/2016,Sun,0
5577150313,5/9/2016,Mon,3421
5577150313,5/10/2016,Tue,8869
5577150313,5/11/2016,Wed,4038
6117666160,4/12/2016,Tue,0
6117666160,4/13/2016,Wed,0
6117666160,4/14/2016,Thu,0
6117666160,4/15/2016,Fri,14019
6117666160,4/16/2016,Sat,14450
6117666160,4/17/2016,Sun,7150
6117666160,4/18/2016,Mon,5153
6117666160,4/19/2016,Tue,11135
6117666160,4/20/2016,Wed,10449
6117666160,4/21/2016,Thu,19542
6117666160,4/22/2016,Fri,8206
6117666160,4/23/2016,Sat,11495
6117666160,4/24/2016,Sun,7623
6117666160,4/25/2016,Mon,0
6117666160,4/26/2016,Tue,9543
6117666160,4/27/2016,Wed,9411
6117666160,4/28/2016,Thu,3403
6117666160,4/29/2016,Fri,9592
6117666160,4/30/2016,Sat,6987
6117666160,5/1/2016,Sun,8915
6117666160,5/2/2016,Mon,4933
6117666160,5/3/2016,Tue,0
6117666160,5/4/2016,Wed,2997
6117666160,5/5/2016,Thu,9799
6117666160,5/6/2016,Fri,3365
6117666160,5/7/2016,Sat,7336
6117666160,5/8/2016,Sun,7328
6117666160,5/9/2016,Mon,4477
6290855005,4/12/2016,Tue,4562
6290855005,4/13/2016,Wed,7142
6290855005,4/14/2016,Thu,7671
6290855005,4/15/2016,Fri,9501
6290855005,4/16/2016,Sat,8301
6290855005,4/17/2016,Sun,7851
6290855005,4/18/2016,Mon,6885
6290855005,4/19/2016,Tue,7142
6290855005,4/20/2016,Wed,6361
6290855005,4/21/2016,Thu,0
6290855005,4/22/2016,Fri,6238
6290855005,4/23/2016,Sat,0
6290855005,4/24/2016,Sun,5896
6290855005,4/25/2016,Mon,7802
6290855005,4/26/2016,Tue,0
6290855005,4/27/2016,Wed,5565
6290855005,4/28/2016,Thu,5731
6290855005,4/29/2016,Fri,0
6290855005,4/30/2016,Sat,6744
6290855005,5/1/2016,Sun,9837
6290855005,5/2/2016,Mon,6781
6290855005,5/3/2016,Tue,6047
6290855005,5/4/2016,Wed,5832
6290855005,5/5/2016,Thu,6339
6290855005,5/6/2016,Fri,6116
6290855005,5/7/2016,Sat,5510
6290855005,5/8/2016,Sun,7706
6290855005,5/9/2016,Mon,6277
6290855005,5/10/2016,Tue,0
6775888955,4/12/2016,Tue,0
6775888955,4/13/2016,Wed,4053
6775888955,4/14/2016,Thu,5162
6775888955,4/15/2016,Fri,1282
6775888955,4/16/2016,Sat,4732
6775888955,4/17/2016,Sun,2497
6775888955,4/18/2016,Mon,8294
6775888955,4/19/2016,Tue,0
6775888955,4/20/2016,Wed,10771
6775888955,4/21/2016,Thu,0
6775888955,4/22/2016,Fri,637
6775888955,4/23/2016,Sat,0
6775888955,4/24/2016,Sun,2153
6775888955,4/25/2016,Mon,6474
6775888955,4/26/2016,Tue,7091
6775888955,4/27/2016,Wed,0
6775888955,4/28/2016,Thu,703
6775888955,4/29/2016,Fri,0
6775888955,4/30/2016,Sat,2503
6775888955,5/1/2016,Sun,2487
6775888955,5/2/2016,Mon,0
6775888955,5/3/2016,Tue,9
6775888955,5/4/2016,Wed,0
6775888955,5/5/2016,Thu,0
6775888955,5/6/2016,Fri,4697
6775888955,5/7/2016,Sat,1967
6962181067,4/12/2016,Tue,10199
6962181067,4/13/2016,Wed,5652
6962181067,4/14/2016,Thu,1551
6962181067,4/15/2016,Fri,5563
6962181067,4/16/2016,Sat,13217
6962181067,4/17/2016,Sun,10145
6962181067,4/18/2016,Mon,11404
6962181067,4/19/2016,Tue,10742
6962181067,4/20/2016,Wed,13928
6962181067,4/21/2016,Thu,11835
6962181067,4/22/2016,Fri,10725
6962181067,4/23/2016,Sat,20031
6962181067,4/24/2016,Sun,5029
6962181067,4/25/2016,Mon,13239
6962181067,4/26/2016,Tue,10433
6962181067,4/27/2016,Wed,10320
6962181067,4/28/2016,Thu,12627
6962181067,4/29/2016,Fri,10762
6962181067,4/30/2016,Sat,10081
6962181067,5/1/2016,Sun,5454
6962181067,5/2/2016,Mon,12912
6962181067,5/3/2016,Tue,12109
6962181067,5/4/2016,Wed,10147
6962181067,5/5/2016,Thu,10524
6962181067,5/6/2016,Fri,5908
6962181067,5/7/2016,Sat,6815
6962181067,5/8/2016,Sun,4188
6962181067,5/9/2016,Mon,12342
6962181067,5/10/2016,Tue,15448
6962181067,5/11/2016,Wed,6722
6962181067,5/12/2016,Thu,3587
7007744171,4/12/2016,Tue,14172
7007744171,4/13/2016,Wed,12862
7007744171,4/14/2016,Thu,11179
7007744171,4/15/2016,Fri,5273
7007744171,4/16/2016,Sat,4631
7007744171,4/17/2016,Sun,8059
7007744171,4/18/2016,Mon,14816
7007744171,4/19/2016,Tue,14194
7007744171,4/20/2016,Wed,15566
7007744171,4/21/2016,Thu,13744
7007744171,4/22/2016,Fri,15299
7007744171,4/23/2016,Sat,8093
7007744171,4/24/2016,Sun,11085
7007744171,4/25/2016,Mon,18229
7007744171,4/26/2016,Tue,15090
7007744171,4/27/2016,Wed,13541
7007744171,4/28/2016,Thu,15128
7007744171,4/29/2016,Fri,20067
7007744171,4/30/2016,Sat,3761
7007744171,5/1/2016,Sun,5600
7007744171,5/2/2016,Mon,13041
7007744171,5/3/2016,Tue,14510
7007744171,5/4/2016,Wed,0
7007744171,5/5/2016,Thu,15010
7007744171,5/6/2016,Fri,11459
7007744171,5/7/2016,Sat,0
7086361926,4/12/2016,Tue,11317
7086361926,4/13/2016,Wed,5813
7086361926,4/14/2016,Thu,9123
