"id","date","day_of_week","sedentary_minutes","lightly_active_minutes","fairly_active_minutes","very_active_minutes","sedentary_active_distance","light_active_distance","moderately_active_distance","very_active_distance","calories","total_steps","total_distance","tracker_distance","logged_activities_distance","steps_total","total_sleep_records","total_minutes_asleep","total_time_in_bed"
1503960366,"5/8/2016","Sun",574,203,8,44,0,2.73,0.32,3.53,1740,10060,6.58,6.58,0,10060,1,594,611
1503960366,"5/9/2016","Mon",835,206,11,46,0,3.74,0.53,3.45,1819,12022,7.72,7.72,0,12022,1,338,342
1644430081,"4/29/2016","Fri",1193,120,0,0,0,2.31,0,0,2498,3176,2.31,2.31,0,3176,1,119,127
1644430081,"4/30/2016","Sat",816,402,71,9,0,9.46,3.14,0.63,3846,18213,13.24,13.24,0,18213,1,124,142
1644430081,"5/2/2016","Mon",682,148,7,1,0,2.35,0.31,0.07,2580,3758,2.73,2.73,0,3758,1,796,961
1644430081,"5/8/2016","Sun",991,295,0,0,0,4.88,0,0,2987,6724,4.89,4.89,0,6724,1,137,154
1844505072,"4/15/2016","Fri",527,176,0,0,0,2.54,0,0,1725,3844,2.54,2.54,0,3844,1,644,961
1844505072,"4/30/2016","Sat",218,184,0,0,0,2.65,0,0,1763,4014,2.67,2.67,0,4014,1,722,961
1844505072,"5/1/2016","Sun",585,75,7,0,0,1.45,0.26,0,1541,2573,1.7,1.7,0,2573,1,590,961
1927972279,"4/12/2016","Tue",734,55,0,0,0,0.47,0,0,2220,678,0.47,0.47,0,678,3,750,775
1927972279,"4/13/2016","Wed",986,32,0,0,0,0.25,0,0,2151,356,0.25,0.25,0,356,1,398,422
1927972279,"4/15/2016","Fri",941,51,0,0,0,0.68,0,0,2221,980,0.68,0.68,0,980,2,475,499
1927972279,"4/26/2016","Tue",1058,192,0,0,0,2.6,0,0,2638,3761,2.6,2.6,0,3761,1,296,315
1927972279,"4/28/2016","Thu",1167,95,0,0,0,1.16,0,0,2351,1675,1.16,1.16,0,1675,1,166,178
2026352035,"4/12/2016","Tue",706,181,8,3,0,2.2,0.35,0.19,1459,4414,2.74,2.74,0,4414,1,503,546
2026352035,"4/13/2016","Wed",663,238,0,0,0,3.1,0,0,1521,4993,3.1,3.1,0,4993,1,531,565
2026352035,"4/14/2016","Thu",653,197,0,0,0,2.05,0,0,1431,3335,2.07,2.07,0,3335,1,545,568
2026352035,"4/15/2016","Fri",687,188,0,0,0,2.37,0,0,1444,3821,2.37,2.37,0,3821,1,523,573
2026352035,"4/16/2016","Sat",728,150,0,0,0,1.58,0,0,1373,2547,1.58,1.58,0,2547,1,524,567
2026352035,"4/17/2016","Sun",1053,60,0,0,0,0.52,0,0,1214,838,0.52,0.52,0,838,1,437,498
2026352035,"4/19/2016","Tue",785,141,0,0,0,1.5,0,0,1356,2424,1.5,1.5,0,2424,1,498,540
2026352035,"4/20/2016","Wed",623,327,0,0,0,4.48,0,0,1667,7222,4.48,4.48,0,7222,1,461,510
2026352035,"4/21/2016","Thu",749,153,0,0,0,1.53,0,0,1370,2467,1.53,1.53,0,2467,1,477,514
2026352035,"4/22/2016","Fri",712,162,0,0,0,1.81,0,0,1399,2915,1.81,1.81,0,2915,1,520,545
2026352035,"4/23/2016","Sat",458,432,0,0,0,7.71,0,0,1916,12357,7.71,7.71,0,12357,1,522,554
2026352035,"4/24/2016","Sun",704,164,0,0,0,2.16,0,0,1401,3490,2.16,2.16,0,3490,1,555,591
2026352035,"4/25/2016","Mon",821,260,0,0,0,3.73,0,0,1576,6017,3.73,3.73,0,6017,1,506,531
2026352035,"4/27/2016","Wed",586,286,0,0,0,3.77,0,0,1593,6088,3.77,3.77,0,6088,1,508,545
2026352035,"4/28/2016","Thu",626,331,0,0,0,3.95,0,0,1649,6375,3.95,3.95,0,6375,1,513,545
2026352035,"4/29/2016","Fri",492,352,0,0,0,4.71,0,0,1692,7604,4.71,4.71,0,7604,1,490,510
2026352035,"4/30/2016","Sat",594,233,0,0,0,2.93,0,0,1506,4729,2.93,2.93,0,4729,1,573,607
2026352035,"5/1/2016","Sun",716,191,0,0,0,2.28,0,0,1447,3609,2.28,2.28,0,3609,1,527,546
2026352035,"5/10/2016","Tue",1002,17,0,0,0,0.16,0,0,1141,254,0.16,0.16,0,254,1,357,380
2026352035,"5/11/2016","Wed",569,330,0,0,0,5.32,0,0,1698,8580,5.32,5.32,0,8580,1,523,553
2026352035,"5/12/2016","Thu",330,343,0,0,0,5.51,0,0,1364,8891,5.51,5.51,0,8891,1,456,485
2026352035,"5/2/2016","Mon",716,355,0,0,0,4.35,0,0,1690,7018,4.35,4.35,0,7018,1,511,543
2026352035,"5/4/2016","Wed",530,345,0,0,0,4.07,0,0,1658,6564,4.07,4.07,0,6564,1,538,560
2026352035,"5/5/2016","Thu",479,475,0,0,0,7.54,0,0,1926,12167,7.54,7.54,0,12167,1,468,485
2026352035,"5/6/2016","Fri",511,383,0,0,0,5.08,0,0,1736,8198,5.08,5.08,0,8198,1,524,548
2026352035,"5/7/2016","Sat",665,229,0,0,0,2.6,0,0,1491,4193,2.6,2.6,0,4193,1,511,521
2026352035,"5/8/2016","Sun",610,258,0,0,0,3.45,0,0,1555,5528,3.45,3.45,0,5528,1,541,568
2026352035,"5/9/2016","Mon",543,401,0,0,0,6.6,0,0,1869,10685,6.62,6.62,0,10685,1,531,556
2320127002,"4/23/2016","Sat",1129,242,0,0,0,3.42,0,0,1804,5079,3.42,3.42,0,5079,1,61,69
2347167796,"4/13/2016","Wed",676,195,32,19,0,3.41,1.94,1.66,2038,10352,7.01,7.01,0,10352,1,467,531
2347167796,"4/14/2016","Thu",705,206,48,1,0,3.94,2.74,0.02,2010,10129,6.7,6.7,0,10129,1,445,489
2347167796,"4/15/2016","Fri",720,284,24,1,0,5.43,1.42,0.07,2133,10465,6.92,6.92,0,10465,1,452,504
2347167796,"4/17/2016","Sun",508,249,7,1,0,3.26,0.28,0.08,1882,5472,3.62,3.62,0,5472,1,556,602
2347167796,"4/18/2016","Mon",678,206,16,11,0,3.79,0.86,0.79,1944,8247,5.45,5.45,0,8247,1,500,557
2347167796,"4/19/2016","Tue",648,382,7,0,0,4.44,0,0,2346,6711,4.44,4.44,0,6711,1,465,514
2347167796,"4/21/2016","Thu",761,208,26,23,0,3.38,1.53,1.85,2048,10080,6.75,6.75,0,10080,1,460,484
2347167796,"4/22/2016","Fri",781,206,27,9,0,2.92,1.68,0.56,1946,7804,5.16,5.16,0,7804,1,405,461
2347167796,"4/23/2016","Sat",591,360,35,32,0,7.15,1.45,2.78,2629,16901,11.37,11.37,0,16901,1,374,386
2347167796,"4/24/2016","Sun",584,360,0,0,0,6.26,0,0,2187,9471,6.26,6.26,0,9471,1,442,459
2347167796,"4/25/2016","Mon",653,277,11,15,0,4.6,0.52,1.27,2095,9482,6.38,6.38,0,9482,1,433,471
2347167796,"4/26/2016","Tue",732,227,0,0,0,3.95,0,0,1861,5980,3.95,3.95,0,5980,1,436,490
2347167796,"4/27/2016","Wed",623,295,9,26,0,5.32,0.4,1.86,2194,11423,7.58,7.58,0,11423,1,448,499
2347167796,"4/28/2016","Thu",764,229,0,0,0,3.6,0,0,1854,5439,3.6,3.6,0,5439,1,408,450
2347167796,"4/29/2016","Fri",2,4,0,0,0,0.03,0,0,403,42,0.03,0.03,0,42,1,411,473
3977333714,"4/12/2016","Tue",777,131,19,44,0,2.01,0.91,3.06,1450,8856,5.98,5.98,0,8856,1,274,469
3977333714,"4/13/2016","Wed",754,153,46,31,0,2.55,2.13,2.03,1495,10035,6.71,6.71,0,10035,2,295,456
3977333714,"4/14/2016","Thu",801,214,23,5,0,3.82,0.97,0.32,1433,7641,5.11,5.11,0,7641,1,291,397
3977333714,"4/15/2016","Fri",644,183,42,15,0,3.26,1.75,1.05,1468,9010,6.06,6.06,0,9010,1,424,556
3977333714,"4/16/2016","Sat",663,153,83,31,0,2.97,4,2.03,1625,13459,9,9,0,13459,1,283,510
3977333714,"4/17/2016","Sun",600,205,58,11,0,3.92,2.35,0.7,1529,10415,6.97,6.97,0,10415,1,381,566
3977333714,"4/18/2016","Mon",605,214,95,4,0,3.82,3.73,0.25,1584,11663,7.8,7.8,0,11663,2,412,522
3977333714,"4/19/2016","Tue",738,221,67,19,0,3.96,2.45,2.24,1638,12414,8.78,8.78,0,12414,1,219,395
3977333714,"4/20/2016","Wed",845,164,98,2,0,3.28,4.35,0.2,1554,11658,7.83,7.83,0,11658,2,152,305
3977333714,"4/21/2016","Thu",712,242,0,0,0,4.06,0,0,1397,6093,4.08,4.08,0,6093,1,332,512
3977333714,"4/22/2016","Fri",731,188,12,33,0,3.06,0.58,2.33,1481,8911,5.96,5.96,0,8911,1,355,476
3977333714,"4/23/2016","Sat",724,252,92,0,0,3.85,4.22,0,1638,12058,8.07,8.07,0,12058,1,235,372
3977333714,"4/24/2016","Sun",660,129,95,30,0,2.17,4.56,3.27,1655,14112,10,10,0,14112,1,310,526
3977333714,"4/25/2016","Mon",781,133,9,50,0,2.41,0.43,5.62,1570,11177,8.48,8.48,0,11177,1,262,467
3977333714,"4/26/2016","Tue",797,170,95,7,0,2.95,4.22,0.45,1551,11388,7.62,7.62,0,11388,1,250,371
3977333714,"4/27/2016","Wed",714,176,10,0,0,4.62,0.42,0,1377,7193,5.04,5.04,0,7193,1,349,540
3977333714,"4/28/2016","Thu",804,190,8,15,0,3.22,0.29,1.37,1407,7114,4.88,4.88,0,7114,1,261,423
3977333714,"4/29/2016","Fri",744,150,32,36,0,2.71,1.3,3.74,1545,10645,7.75,7.75,0,10645,1,333,478
3977333714,"4/30/2016","Sat",687,194,52,43,0,3.41,2.1,3.69,1650,13238,9.2,9.2,0,13238,1,237,382
3977333714,"5/1/2016","Sun",691,124,40,41,0,2.41,1.98,2.67,1501,10414,7.07,7.07,0,10414,1,383,626
3977333714,"5/10/2016","Tue",676,196,115,1,0,3.31,5.4,0.07,1630,13072,8.78,8.78,0,13072,1,312,452
3977333714,"5/2/2016","Mon",713,176,143,24,0,3.02,6.48,1.54,1760,16520,11.05,11.05,0,16520,1,230,384
3977333714,"5/3/2016","Tue",594,258,41,47,0,4.53,1.74,3.32,1710,14335,9.59,9.59,0,14335,1,292,500
3977333714,"5/4/2016","Wed",852,142,96,14,0,2.89,4.58,1.81,1628,13559,9.44,9.44,0,13559,1,213,336
3977333714,"5/5/2016","Thu",680,178,88,14,0,2.71,4.11,1.76,1618,12312,8.58,8.58,0,12312,1,318,480
3977333714,"5/6/2016","Fri",676,168,55,29,0,2.67,2.51,3.11,1590,11677,8.28,8.28,0,11677,1,323,512
3977333714,"5/7/2016","Sat",703,208,86,0,0,3.59,4.13,0,1574,11550,7.73,7.73,0,11550,1,237,443
3977333714,"5/8/2016","Sun",688,171,116,9,0,3.17,5.24,0.68,1633,13585,9.09,9.09,0,13585,2,259,456
4020332650,"4/12/2016","Tue",712,331,15,4,0,5.68,0.24,0.15,3654,8539,6.12,6.12,0,8539,1,501,541
4020332650,"4/16/2016","Sat",1222,55,21,65,0,0.59,0.37,0.45,3051,1982,1.42,1.42,0,1982,1,77,77
4020332650,"5/10/2016","Tue",774,206,0,0,0.04,3.87,0,0,2926,5546,3.98,3.98,0,5546,1,442,494
4020332650,"5/3/2016","Tue",950,174,0,0,0.05,3.15,0,0,2828,4496,3.22,3.22,0,4496,1,322,332
4020332650,"5/4/2016","Wed",531,346,46,13,0,5.58,1.04,0.67,3879,10252,7.35,7.35,0,10252,1,478,536
4020332650,"5/5/2016","Thu",916,196,42,38,0.07,4.04,1.68,2.62,3429,11728,8.43,8.43,0,11728,1,226,248
4020332650,"5/6/2016","Fri",855,177,0,0,0.01,3.1,0,0,2704,4369,3.13,3.13,0,4369,1,385,408
4020332650,"5/8/2016","Sun",775,263,0,0,0,4.15,0,0,3089,5862,4.2,4.2,0,5862,1,364,402
4319703577,"4/14/2016","Thu",589,339,9,1,0,6.44,0.33,0.11,2302,10210,6.88,6.88,0,10210,1,535,557
4319703577,"4/15/2016","Fri",752,228,0,0,0,3.8,0,0,1985,5664,3.8,3.8,0,5664,1,465,491
4319703577,"4/16/2016","Sat",724,194,0,0,0,3.18,0,0,1884,4744,3.18,3.18,0,4744,1,506,522
4319703577,"4/18/2016","Mon",824,58,9,1,0,1.12,0.33,0.07,1632,2276,1.55,1.55,0,2276,1,515,551
4319703577,"4/19/2016","Tue",604,311,0,0,0,5.99,0,0,2200,8925,5.99,5.99,0,8925,2,461,498
4319703577,"4/20/2016","Wed",671,306,18,0,0,5.31,0.68,0,2220,8954,6.01,6.01,0,8954,1,523,543
4319703577,"4/21/2016","Thu",1265,34,0,0,0,0.35,0,0,1792,3702,2.48,2.48,0,3702,1,59,65
4319703577,"4/22/2016","Fri",709,176,19,1,0,2.15,0.81,0.06,1886,4500,3.02,3.02,0,4500,1,533,550
4319703577,"4/23/2016","Sat",546,233,0,0,0,3.31,0,0,1945,4935,3.31,3.31,0,4935,1,692,722
4319703577,"4/24/2016","Sun",692,191,5,1,0,2.47,0.2,0.06,1880,4081,2.74,2.74,0,4081,1,467,501
4319703577,"4/25/2016","Mon",544,390,8,0,0,5.93,0.28,0,2314,9259,6.21,6.21,0,9259,1,488,506
4319703577,"4/26/2016","Tue",649,288,21,8,0,5.15,0.92,0.57,2236,9899,6.64,6.64,0,9899,1,505,516
4319703577,"4/27/2016","Wed",680,300,47,6,0,4.91,1.92,0.41,2324,10780,7.23,7.23,0,10780,1,286,307
4319703577,"4/28/2016","Thu",552,359,8,13,0,5.94,0.33,1.01,2367,10817,7.28,7.28,0,10817,1,497,522
4319703577,"4/29/2016","Fri",624,289,18,6,0,4.12,0.79,0.45,2175,7990,5.36,5.36,0,7990,1,523,546
4319703577,"4/30/2016","Sat",695,196,38,6,0,3.51,1.61,0.4,2092,8221,5.52,5.52,0,8221,1,490,516
4319703577,"5/1/2016","Sun",836,67,0,0,0,0.84,0,0,1593,1251,0.84,0.84,0,1251,1,484,500
4319703577,"5/10/2016","Tue",555,329,12,3,0,5.7,0.46,0.21,2260,9487,6.37,6.37,0,9487,1,487,517
4319703577,"5/11/2016","Wed",574,311,18,3,0,5.18,0.74,0.2,2232,9129,6.13,6.13,0,9129,1,529,558
4319703577,"5/12/2016","Thu",0,2,0,0,0,0.01,0,0,257,17,0.01,0.01,0,17,1,302,321
4319703577,"5/2/2016","Mon",585,344,11,0,0,5.71,0.44,0,2270,9261,6.24,6.24,0,9261,1,478,506
4319703577,"5/3/2016","Tue",669,287,26,8,0,4.83,1.07,0.58,2235,9648,6.47,6.47,0,9648,1,474,512
4319703577,"5/6/2016","Fri",692,314,11,6,0,5.46,0.47,0.41,2266,9524,6.42,6.42,0,9524,1,450,491
4319703577,"5/7/2016","Sat",586,279,28,3,0,4.08,1.05,0.19,2158,7937,5.33,5.33,0,7937,1,507,530
4319703577,"5/8/2016","Sun",603,153,0,0,0,2.46,0,0,1792,3672,2.46,2.46,0,3672,1,602,638
4319703577,"5/9/2016","Mon",490,374,14,2,0,6.25,0.56,0.14,2345,10378,6.96,6.96,0,10378,1,535,565
4388161847,"4/15/2016","Fri",837,299,0,0,0,6.73,0,0,3066,8758,6.73,6.73,0,8758,1,499,526
4388161847,"4/16/2016","Sat",609,253,9,6,0,4.45,0.4,0.21,3073,6580,5.06,5.06,0,6580,2,426,448
4388161847,"4/17/2016","Sun",721,201,0,0,0,3.58,0,0,2572,4660,3.58,3.58,0,4660,2,619,641
4388161847,"4/18/2016","Mon",1017,239,8,27,0,5.14,0.4,3.56,3274,11009,9.1,9.1,0,11009,1,99,104
4388161847,"4/19/2016","Tue",704,249,16,20,0,5.77,0.69,1.37,3015,10181,7.83,7.83,0,10181,1,329,338
4388161847,"4/20/2016","Wed",696,228,42,19,0,5.29,1.72,1.1,3083,10553,8.12,8.12,0,10553,1,421,451
4388161847,"4/21/2016","Thu",853,272,12,7,0,6.98,0.39,0.37,3069,10055,7.73,7.73,0,10055,1,442,458
4388161847,"4/22/2016","Fri",945,220,25,77,0,4.92,1.11,3.3,3544,12139,9.34,9.34,0,12139,1,82,85
4388161847,"4/23/2016","Sat",749,215,5,58,0,5.35,0.32,4.5,3306,13236,10.18,10.18,0,13236,1,478,501
4388161847,"4/24/2016","Sun",584,239,8,14,0,6.3,0.51,1.08,2885,10243,7.88,7.88,0,10243,3,552,595
4388161847,"4/26/2016","Tue",673,224,23,14,0,5.27,1.06,0.94,2929,9461,7.28,7.28,0,9461,1,319,346
4388161847,"4/27/2016","Wed",684,241,48,11,0,5.39,2.51,0.7,3074,11193,8.61,8.61,0,11193,1,439,500
4388161847,"4/28/2016","Thu",878,234,9,19,0,6.03,0.43,1.29,2969,10074,7.75,7.75,0,10074,1,428,458
4388161847,"4/30/2016","Sat",537,300,43,14,0,6.94,2,0.7,3283,12533,9.64,9.64,0,12533,2,409,430
4388161847,"5/1/2016","Sun",579,241,15,12,0,6.2,0.68,1.01,2926,10255,7.89,7.89,0,10255,1,547,597
4388161847,"5/10/2016","Tue",648,267,14,13,0,6.46,0.65,0.81,3061,10299,7.92,7.92,0,10299,1,354,375
4388161847,"5/11/2016","Wed",858,256,18,8,0,6.53,0.79,0.53,2954,10201,7.84,7.84,0,10201,1,469,494
4388161847,"5/2/2016","Mon",935,204,4,33,0,4.55,0.08,3.77,3147,10096,8.4,8.4,0,10096,2,368,376
4388161847,"5/4/2016","Wed",632,251,21,35,0,5.8,0.93,2.79,3162,12375,9.52,9.52,0,12375,1,390,414
4388161847,"5/5/2016","Thu",896,199,39,12,0,5.09,1.67,0.63,2899,9603,7.38,7.38,0,9603,1,471,495
4388161847,"5/7/2016","Sat",508,260,56,120,0,5.33,2.77,9.45,4022,22770,17.54,17.54,0,22770,1,472,496
4388161847,"5/8/2016","Sun",576,178,38,107,0,3.23,1.26,9.89,3934,17298,14.38,14.38,0,17298,2,529,541
4388161847,"5/9/2016","Mon",1020,258,19,6,0,6.79,0.73,0.34,3013,10218,7.86,7.86,0,10218,1,62,65
4445114986,"4/12/2016","Tue",787,196,0,0,0,2.2,0,0,2113,3276,2.2,2.2,0,3276,2,429,457
4445114986,"4/13/2016","Wed",840,194,0,0,0,1.99,0,0,2095,2961,1.99,1.99,0,2961,2,370,406
4445114986,"4/14/2016","Thu",717,231,0,0,0,2.67,0,0,2194,3974,2.67,2.67,0,3974,1,441,492
4445114986,"4/15/2016","Fri",711,350,0,0,0,4.83,0,0,2496,7198,4.83,4.83,0,7198,2,337,379
4445114986,"4/16/2016","Sat",716,225,0,0,0,2.65,0,0,2180,3945,2.65,2.65,0,3945,1,462,499
4445114986,"4/17/2016","Sun",1219,114,0,0,0,1.52,0,0,1933,2268,1.52,1.52,0,2268,1,98,107
4445114986,"4/19/2016","Tue",895,121,0,0,0,1.39,0,0,1954,2064,1.39,1.39,0,2064,2,388,424
4445114986,"4/20/2016","Wed",841,137,0,0,0,1.39,0,0,1974,2072,1.39,1.39,0,2072,1,439,462
4445114986,"4/21/2016","Thu",756,215,0,0,0,2.54,0,0,2150,3809,2.56,2.56,0,3809,1,436,469
4445114986,"4/22/2016","Fri",706,317,0,0,0,4.58,0,0,2432,6831,4.58,4.58,0,6831,1,388,417
4445114986,"4/25/2016","Mon",916,179,0,0,0,2.27,0,0,2070,3385,2.27,2.27,0,3385,1,328,345
4445114986,"4/26/2016","Tue",839,180,1,29,0,1.96,0.04,2.41,2291,6326,4.41,4.41,0,6326,2,353,391
4445114986,"4/27/2016","Wed",839,194,1,32,0,2.38,0.03,2.62,2361,7243,5.03,5.03,0,7243,1,332,374
4445114986,"4/28/2016","Thu",762,236,0,0,0,3.01,0,0,2203,4493,3.01,3.01,0,4493,1,419,442
4445114986,"4/29/2016","Fri",1106,226,0,0,0,3.13,0,0,2196,4676,3.14,3.14,0,4676,1,106,108
4445114986,"4/30/2016","Sat",797,290,0,0,0,4.18,0,0,2363,6222,4.18,4.18,0,6222,1,322,353
4445114986,"5/1/2016","Sun",741,240,0,0,0,3.51,0,0,2246,5232,3.51,3.51,0,5232,2,439,459
4445114986,"5/10/2016","Tue",783,231,0,0,0,2.63,0,0,2181,3915,2.63,2.63,0,3915,1,405,426
4445114986,"5/11/2016","Wed",622,232,22,34,0,2.86,1,2.25,2499,9105,6.11,6.11,0,9105,1,499,530
4445114986,"5/12/2016","Thu",380,58,0,0,0,0.52,0,0,1212,768,0.52,0.52,0,768,1,483,501
4445114986,"5/2/2016","Mon",667,200,4,27,0,2.35,0.19,2.21,2336,6910,4.75,4.75,0,6910,1,502,542
4445114986,"5/3/2016","Tue",725,233,2,30,0,2.58,0.11,2.48,2421,7502,5.18,5.18,0,7502,2,417,450
4445114986,"5/4/2016","Wed",897,180,0,0,0,1.96,0,0,2070,2923,1.96,1.96,0,2923,2,337,363
4445114986,"5/5/2016","Thu",734,185,6,2,0,2.18,0.24,0.12,2120,3800,2.55,2.55,0,3800,2,462,513
4445114986,"5/6/2016","Fri",809,229,0,0,0,3.03,0,0,2211,4514,3.03,3.03,0,4514,2,374,402
4445114986,"5/7/2016","Sat",866,108,4,26,0,1.25,0.19,2.13,2123,5183,3.59,3.59,0,5183,2,401,436
4445114986,"5/8/2016","Sun",733,308,8,0,0,4.65,0.25,0,2423,7303,4.9,4.9,0,7303,1,361,391
4445114986,"5/9/2016","Mon",641,266,0,0,0,3.54,0,0,2281,5275,3.54,3.54,0,5275,1,457,533
4558609924,"4/21/2016","Thu",844,432,21,6,0,7.7,0.97,0.42,2486,13743,9.08,9.08,0,13743,1,126,137
4558609924,"4/26/2016","Tue",1062,283,41,12,0,3.59,2.03,0.43,2223,9148,6.05,6.05,0,9148,1,103,121
4558609924,"4/29/2016","Fri",1096,197,29,15,0,2.31,1.85,1.02,1918,7833,5.18,5.18,0,7833,1,171,179
4558609924,"5/1/2016","Sun",1121,190,0,0,0,2.27,0,0,1692,3428,2.27,2.27,0,3428,1,115,129
4558609924,"5/8/2016","Sun",1019,238,35,66,0,2.02,0.5,1.8,2666,6543,4.33,4.33,0,6543,1,123,134
4702921684,"4/12/2016","Tue",718,263,0,0,0,5.85,0,0,2947,7213,5.88,5.88,0,7213,1,425,439
4702921684,"4/13/2016","Wed",777,258,0,0,0,5.58,0,0,2898,6877,5.58,5.58,0,6877,2,400,430
4702921684,"4/14/2016","Thu",772,271,0,0,0,6.37,0,0,2984,7860,6.37,6.37,0,7860,1,384,415
4702921684,"4/15/2016","Fri",944,256,8,1,0,4.79,0.42,0.07,2896,6506,5.28,5.28,0,6506,1,253,257
4702921684,"4/16/2016","Sat",556,335,24,3,0,7.54,1.25,0.24,3328,11140,9.03,9.03,0,11140,2,382,406
4702921684,"4/17/2016","Sun",437,302,66,12,0,5.88,3.46,0.96,3394,12692,10.29,10.29,0,12692,1,591,612
4702921684,"4/18/2016","Mon",890,191,30,22,0,4.07,1.49,1.82,3013,9105,7.38,7.38,0,9105,1,293,312
4702921684,"4/19/2016","Tue",757,179,8,10,0,4.19,0.37,0.88,2812,6708,5.44,5.44,0,6708,1,457,487
4702921684,"4/20/2016","Wed",717,260,29,2,0,5.73,1.23,0.16,3061,8793,7.13,7.13,0,8793,1,454,468
4702921684,"4/21/2016","Thu",901,144,41,4,0,2.94,2.05,0.31,2729,6530,5.3,5.3,0,6530,1,425,434
4702921684,"4/23/2016","Sat",469,408,66,9,0,8.27,3.24,0.76,3691,15126,12.27,12.27,0,15126,1,465,475
4702921684,"4/24/2016","Sun",542,281,95,15,0,5.88,5.12,1.2,3538,15050,12.22,12.22,0,15050,1,480,506
4702921684,"4/25/2016","Mon",730,270,15,6,0,6.11,0.82,0.49,3064,9167,7.43,7.43,0,9167,1,370,380
4702921684,"4/26/2016","Tue",765,216,8,1,0,4.54,0.35,0.07,2784,6108,4.95,4.95,0,6108,1,421,429
4702921684,"4/27/2016","Wed",733,238,16,1,0,4.78,0.8,0.09,2908,7047,5.72,5.72,0,7047,1,432,449
4702921684,"4/28/2016","Thu",738,232,9,14,0,5.77,0.42,1.13,3033,9023,7.32,7.32,0,9023,1,442,461
4702921684,"4/29/2016","Fri",692,267,19,12,0,6.07,0.92,1.06,3165,9930,8.05,8.05,0,9930,1,433,447
4702921684,"4/30/2016","Sat",728,263,36,4,0,5.88,2.03,0.32,3115,10144,8.23,8.23,0,10144,1,479,501
4702921684,"5/10/2016","Tue",701,262,37,1,0,6.65,1.88,0.08,3172,10613,8.61,8.61,0,10613,1,416,431
4702921684,"5/11/2016","Wed",784,235,41,10,0,4.98,2.16,0.78,3069,9810,7.96,7.96,0,9810,1,354,366
